,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Primary Built,Secondary Built,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Total Cu Cost,Total Fe Cost,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe,Primary current,Primary voltage,Primary power,Secondary current,Secondary voltage,Secondary power,Frequency,B max,bobbin,efficiency,Primary Layers,Secondary Layers,Weight Cu Primary,weight Cu Secondary
1,Lamination S14,3x3x2,3.3,6.6,3x3x2,3.3,6.6,130.0,88.7,133.0,44.65,13.2,13.399999999999999,31.599999999999998,69.7119554313,136.91241335853812,93.45865350652784,25.854130668287134,11717.0568,11618.659238549999,46.474636954199994,12.333744,23335.71603855,72,73,51,56,37,37,3672,4088,0.034272,0.03815466666666666,917.9659999999999,2214.8498,12.333744,46.474636954199994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.97558564590993,2,2,5.836276799999999,6.4974672
2,Lamination S12,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,100.0,152.0,51.0,13.2,13.399999999999999,31.599999999999998,68.77493999999999,147.37492123503466,93.13634523582286,24.605760932501564,12612.44529,11462.49,45.849959999999996,13.2762582,24074.93529,83,84,47,53,43,43,3901,4452,0.03640933333333333,0.041552,992.2559999999999,2320.0,13.2762582,45.849959999999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.88423364798896,2,2,6.2002494,7.0760088
0,Lamination 8C,3x3x2,3.3,6.6,3x3x2,3.3,6.6,95.0,76.2,240.8,41.45,13.2,13.399999999999999,31.599999999999998,58.89721414589998,179.83868935097667,81.02632646969867,23.12418103135149,15390.716489999999,9816.202357649998,39.26480943059999,16.2007542,25206.91884765,114,115,42,47,70,70,4788,5405,0.04468799999999999,0.05044666666666666,1433.2416,2141.9256,16.2007542,39.26480943059999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.66830685206618,2,2,7.6100471999999995,8.590707
3,Lamination S15,3x3x2,3.3,6.6,3x3x2,3.3,6.6,65.0,126.0,189.0,63.5,13.2,13.399999999999999,31.599999999999998,70.36187066999999,173.75173282923754,91.21335759659608,21.404357374529486,14869.790640000001,11726.978444999999,46.907913779999994,15.652411200000001,26596.769085,101,102,46,51,54,54,4646,5202,0.04336266666666666,0.04855199999999999,1199.772,2809.84,15.652411200000001,46.907913779999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.61703537321324,2,2,7.3843524,8.2680588
42,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,40.0,13.6,13.799999999999999,32.4,77.62715999999999,133.70132325141776,95.43598564677774,25.583059304976018,11442.249539999999,12937.859999999999,51.751439999999995,12.044473199999999,24380.109539999998,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2498.0,12.044473199999999,51.751439999999995,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.93045064020771,2,2,5.702767199999999,6.341705999999999
63,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,45.0,13.6,13.799999999999999,32.4,78.98904,133.70132325141776,95.43598564677774,25.581600877858833,11442.249539999999,13164.84,52.65936,12.044473199999999,24607.08954,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2542.0,12.044473199999999,52.65936,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91739144450372,2,2,5.702767199999999,6.341705999999999
43,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,130.0,40.0,13.6,13.799999999999999,32.4,78.98904,133.70132325141776,92.3937565262146,25.66502565304119,11442.249539999999,13164.84,52.65936,12.044473199999999,24607.08954,69,70,52,57,36,36,3588,3990,0.033488,0.037239999999999995,908.96,2532.0,12.044473199999999,52.65936,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91739144450372,2,2,5.702767199999999,6.341705999999999
153,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,125.0,40.0,13.6,13.799999999999999,32.4,81.508518,130.2785129174543,92.32404016915501,26.147580572988165,11149.32312,13584.752999999999,54.339012,11.7361296,24734.076119999998,66,67,53,58,35,35,3498,3886,0.032647999999999996,0.03626933333333333,886.5,2554.5,11.7361296,54.339012,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.92605319444831,2,2,5.5597212,6.1764084
427,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,120.0,40.0,13.6,13.799999999999999,32.4,83.891808,126.64398235664774,92.2116546950646,26.592770545102105,10838.277539999997,13981.967999999999,55.927871999999994,11.408713199999998,24820.245539999996,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2576.0,11.408713199999998,55.927871999999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.93805345106877,2,2,5.4071388,6.001574399999999
79,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,50.0,13.6,13.799999999999999,32.4,80.35092,133.70132325141776,95.43598564677774,25.580192063494053,11442.249539999999,13391.82,53.56728,12.044473199999999,24834.069539999997,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2586.0,12.044473199999999,53.56728,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9043357312682,2,2,5.702767199999999,6.341705999999999
44,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,135.0,40.0,13.6,13.799999999999999,32.4,80.35092,133.70132325141776,89.5579494270573,25.744766922908802,11442.249539999999,13391.82,53.56728,12.044473199999999,24834.069539999997,69,70,52,57,38,38,3588,3990,0.033488,0.037239999999999995,943.92,2566.0,12.044473199999999,53.56728,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9043357312682,2,2,5.702767199999999,6.341705999999999
64,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,130.0,45.0,13.6,13.799999999999999,32.4,80.35092,133.70132325141776,92.3937565262146,25.662187845415264,11442.249539999999,13391.82,53.56728,12.044473199999999,24834.069539999997,69,70,52,57,36,36,3588,3990,0.033488,0.037239999999999995,908.96,2576.0,12.044473199999999,53.56728,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9043357312682,2,2,5.702767199999999,6.341705999999999
154,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,130.0,40.0,13.6,13.799999999999999,32.4,82.93849200000001,130.2785129174543,89.38101106302531,26.233606950941684,11149.32312,13823.082,55.292328000000005,11.7361296,24972.40512,66,67,53,58,36,36,3498,3886,0.032647999999999996,0.03626933333333333,921.96,2589.0,11.7361296,55.292328000000005,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91234236171822,2,2,5.5597212,6.1764084
173,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,125.0,45.0,13.6,13.799999999999999,32.4,82.93849200000001,130.2785129174543,92.32404016915501,26.14605005352613,11149.32312,13823.082,55.292328000000005,11.7361296,24972.40512,66,67,53,58,35,35,3498,3886,0.032647999999999996,0.03626933333333333,886.5,2599.5,11.7361296,55.292328000000005,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91234236171822,2,2,5.5597212,6.1764084
254,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,120.0,40.0,13.6,13.799999999999999,32.4,84.90470624999999,126.64398235664774,92.2116546950646,26.38067289062082,10838.277539999997,14150.784375,56.603137499999995,11.408713199999998,24989.061915,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2632.5,11.408713199999998,56.603137499999995,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.92833883421936,2,2,5.4071388,6.001574399999999
172,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,120.0,45.0,13.6,20.599999999999998,39.199999999999996,81.508518,133.82482671707623,91.85035951853783,26.05913657269042,11452.819049999998,13584.752999999999,54.339012,12.055598999999999,25037.572049999995,66,67,53,61,33,33,3498,4087,0.032647999999999996,0.03814533333333333,916.3199999999998,2565.0,12.055598999999999,54.339012,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8920575819639,2,3,5.5597212,6.495877800000001
92,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,55.0,13.6,13.799999999999999,32.4,81.71279999999999,133.70132325141776,95.43598564677774,25.578830372631522,11442.249539999999,13618.8,54.475199999999994,12.044473199999999,25061.04954,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2630.0,12.044473199999999,54.475199999999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89128349910837,2,2,5.702767199999999,6.341705999999999
80,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,130.0,50.0,13.6,13.799999999999999,32.4,81.71279999999999,133.70132325141776,92.3937565262146,25.65944529065113,11442.249539999999,13618.8,54.475199999999994,12.044473199999999,25061.04954,69,70,52,57,36,36,3588,3990,0.033488,0.037239999999999995,908.96,2620.0,12.044473199999999,54.475199999999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89128349910837,2,2,5.702767199999999,6.341705999999999
65,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,135.0,45.0,13.6,13.799999999999999,32.4,81.71279999999999,133.70132325141776,89.5579494270573,25.740624016629326,11442.249539999999,13618.8,54.475199999999994,12.044473199999999,25061.04954,69,70,52,57,38,38,3588,3990,0.033488,0.037239999999999995,943.92,2610.0,12.044473199999999,54.475199999999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89128349910837,2,2,5.702767199999999,6.341705999999999
45,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,140.0,40.0,13.6,13.799999999999999,32.4,81.71279999999999,133.70132325141776,86.90766396479258,25.822372676680033,11442.249539999999,13618.8,54.475199999999994,12.044473199999999,25061.04954,69,70,52,57,40,40,3588,3990,0.033488,0.037239999999999995,978.88,2600.0,12.044473199999999,54.475199999999994,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89128349910837,2,2,5.702767199999999,6.341705999999999
428,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,125.0,40.0,13.6,13.799999999999999,32.4,85.389876,126.64398235664774,89.15420953611837,26.68527667228568,10838.277539999997,14231.645999999999,56.926584,11.408713199999998,25069.923539999996,63,64,54,59,35,35,3402,3776,0.031751999999999996,0.035242666666666665,899.0,2611.0,11.408713199999998,56.926584,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.92368629699425,2,2,5.4071388,6.001574399999999
445,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,120.0,45.0,13.6,13.799999999999999,32.4,85.389876,126.64398235664774,92.2116546950646,26.592770545102105,10838.277539999997,14231.645999999999,56.926584,11.408713199999998,25069.923539999996,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2622.0,11.408713199999998,56.926584,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.92368629699425,2,2,5.4071388,6.001574399999999
732,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,120.0,120.0,40.0,13.6,13.799999999999999,32.4,87.705072,122.7977315689981,88.87276409948609,27.101590743903362,10509.112799999999,14617.512,58.470048000000006,11.062223999999999,25126.624799999998,60,61,55,60,33,33,3300,3660,0.030799999999999998,0.034159999999999996,875.04,2632.0,11.062223999999999,58.470048000000006,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.93836985681627,2,2,5.24502,5.817204
155,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,135.0,40.0,13.6,13.799999999999999,32.4,84.36846599999998,130.2785129174543,86.63767303638636,26.317313706303885,11149.32312,14061.410999999998,56.24564399999999,11.7361296,25210.734119999997,66,67,53,58,38,38,3498,3886,0.032647999999999996,0.03626933333333333,957.42,2623.5,11.7361296,56.24564399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8986353678157,2,2,5.5597212,6.1764084
174,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,130.0,45.0,13.6,13.799999999999999,32.4,84.36846599999998,130.2785129174543,89.38101106302531,26.230628305716227,11149.32312,14061.410999999998,56.24564399999999,11.7361296,25210.734119999997,66,67,53,58,36,36,3498,3886,0.032647999999999996,0.03626933333333333,921.96,2634.0,11.7361296,56.24564399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8986353678157,2,2,5.5597212,6.1764084
188,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,125.0,50.0,13.6,13.799999999999999,32.4,84.36846599999998,130.2785129174543,92.32404016915501,26.144571604156866,11149.32312,14061.410999999998,56.24564399999999,11.7361296,25210.734119999997,66,67,53,58,35,35,3498,3886,0.032647999999999996,0.03626933333333333,886.5,2644.5,11.7361296,56.24564399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8986353678157,2,2,5.5597212,6.1764084
255,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,125.0,40.0,13.6,13.799999999999999,32.4,86.3942625,126.64398235664774,89.15420953611837,26.467904007049682,10838.277539999997,14399.043749999999,57.596174999999995,11.408713199999998,25237.321289999996,63,64,54,59,35,35,3402,3776,0.031751999999999996,0.035242666666666665,899.0,2668.0,11.408713199999998,57.596174999999995,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91405613345339,2,2,5.4071388,6.001574399999999
272,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,120.0,45.0,13.6,13.799999999999999,32.4,86.3942625,126.64398235664774,92.2116546950646,26.382171491939552,10838.277539999997,14399.043749999999,57.596174999999995,11.408713199999998,25237.321289999996,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2678.5,11.408713199999998,57.596174999999995,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.91405613345339,2,2,5.4071388,6.001574399999999
187,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,120.0,50.0,13.6,20.599999999999998,39.199999999999996,82.93849200000001,133.82482671707623,91.85035951853783,26.059136572690427,11452.819049999998,13823.082,55.292328000000005,12.055598999999999,25275.90105,66,67,53,61,33,33,3498,4087,0.032647999999999996,0.03814533333333333,916.3199999999998,2610.0,12.055598999999999,55.292328000000005,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8783562665099,2,3,5.5597212,6.495877800000001
46,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,145.0,40.0,13.6,13.799999999999999,32.4,83.07468,133.70132325141776,84.42476570975126,25.897927723667937,11442.249539999999,13845.779999999999,55.38312,12.044473199999999,25288.029539999996,69,70,52,57,41,41,3588,3990,0.033488,0.037239999999999995,1013.84,2634.0,12.044473199999999,55.38312,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8782347466321,2,2,5.702767199999999,6.341705999999999
81,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,135.0,50.0,13.6,13.799999999999999,32.4,83.07468,133.70132325141776,89.5579494270573,25.7366183451992,11442.249539999999,13845.779999999999,55.38312,12.044473199999999,25288.029539999996,69,70,52,57,38,38,3588,3990,0.033488,0.037239999999999995,943.92,2654.0,12.044473199999999,55.38312,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8782347466321,2,2,5.702767199999999,6.341705999999999
66,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,140.0,45.0,13.6,13.799999999999999,32.4,83.07468,133.70132325141776,86.90766396479258,25.816994525453104,11442.249539999999,13845.779999999999,55.38312,12.044473199999999,25288.029539999996,69,70,52,57,40,40,3588,3990,0.033488,0.037239999999999995,978.88,2644.0,12.044473199999999,55.38312,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8782347466321,2,2,5.702767199999999,6.341705999999999
93,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,130.0,55.0,13.6,13.799999999999999,32.4,83.07468,133.70132325141776,92.3937565262146,25.656793272064487,11442.249539999999,13845.779999999999,55.38312,12.044473199999999,25288.029539999996,69,70,52,57,36,36,3588,3990,0.033488,0.037239999999999995,908.96,2664.0,12.044473199999999,55.38312,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8782347466321,2,2,5.702767199999999,6.341705999999999
101,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,60.0,13.6,13.799999999999999,32.4,83.07468,133.70132325141776,95.43598564677774,25.577513479808065,11442.249539999999,13845.779999999999,55.38312,12.044473199999999,25288.029539999996,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2674.0,12.044473199999999,55.38312,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8782347466321,2,2,5.702767199999999,6.341705999999999
458,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,120.0,50.0,13.6,13.799999999999999,32.4,86.88794399999999,126.64398235664774,92.2116546950646,26.592770545102105,10838.277539999997,14481.323999999999,57.925295999999996,11.408713199999998,25319.601539999996,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2668.0,11.408713199999998,57.925295999999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9093233575193,2,2,5.4071388,6.001574399999999
429,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,130.0,40.0,13.6,13.799999999999999,32.4,86.88794399999999,126.64398235664774,86.31222565935079,26.775270696752777,10838.277539999997,14481.323999999999,57.925295999999996,11.408713199999998,25319.601539999996,63,64,54,59,36,36,3402,3776,0.031751999999999996,0.035242666666666665,934.96,2646.0,11.408713199999998,57.925295999999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9093233575193,2,2,5.4071388,6.001574399999999
446,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,120.0,125.0,45.0,13.6,13.799999999999999,32.4,86.88794399999999,126.64398235664774,89.15420953611837,26.68367571119648,10838.277539999997,14481.323999999999,57.925295999999996,11.408713199999998,25319.601539999996,63,64,54,59,35,35,3402,3776,0.031751999999999996,0.035242666666666665,899.0,2657.0,11.408713199999998,57.925295999999996,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9093233575193,2,2,5.4071388,6.001574399999999
516,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,125.0,120.0,40.0,13.6,13.799999999999999,32.4,88.9477875,122.7977315689981,88.87276409948609,26.929157369344463,10509.112799999999,14824.63125,59.298525,11.062223999999999,25333.74405,60,61,55,60,33,33,3300,3660,0.030799999999999998,0.034159999999999996,875.04,2690.0,11.062223999999999,59.298525,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.92645127443106,2,2,5.24502,5.817204
748,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,120.0,120.0,45.0,13.6,13.799999999999999,32.4,89.27123399999999,122.7977315689981,88.87276409948609,27.101590743903362,10509.112799999999,14878.538999999999,59.51415599999999,11.062223999999999,25387.6518,60,61,55,60,33,33,3300,3660,0.030799999999999998,0.034159999999999996,875.04,2679.0,11.062223999999999,59.51415599999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9233496533953,2,2,5.24502,5.817204
733,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,120.0,125.0,40.0,13.6,13.799999999999999,32.4,89.27123399999999,122.7977315689981,85.92602593220442,27.19806370197196,10509.112799999999,14878.538999999999,59.51415599999999,11.062223999999999,25387.6518,60,61,55,60,35,35,3300,3660,0.030799999999999998,0.034159999999999996,911.5,2667.5,11.062223999999999,59.51415599999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.9233496533953,2,2,5.24502,5.817204
189,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,130.0,50.0,13.6,13.799999999999999,32.4,85.79844,130.2785129174543,89.38101106302531,26.22774965925638,11149.32312,14299.74,57.19896,11.7361296,25449.06312,66,67,53,58,36,36,3498,3886,0.032647999999999996,0.03626933333333333,921.96,2679.0,11.7361296,57.19896,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.88493221112877,2,2,5.5597212,6.1764084
156,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,140.0,40.0,13.6,13.799999999999999,32.4,85.79844,130.2785129174543,84.07380721764298,26.398793600842158,11149.32312,14299.74,57.19896,11.7361296,25449.06312,66,67,53,58,40,40,3498,3886,0.032647999999999996,0.03626933333333333,992.88,2658.0,11.7361296,57.19896,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.88493221112877,2,2,5.5597212,6.1764084
175,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,135.0,45.0,13.6,13.799999999999999,32.4,85.79844,130.2785129174543,86.63767303638636,26.312964394938472,11149.32312,14299.74,57.19896,11.7361296,25449.06312,66,67,53,58,38,38,3498,3886,0.032647999999999996,0.03626933333333333,957.42,2668.5,11.7361296,57.19896,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.88493221112877,2,2,5.5597212,6.1764084
199,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,125.0,55.0,13.6,13.799999999999999,32.4,85.79844,130.2785129174543,92.32404016915501,26.14314261209462,11149.32312,14299.74,57.19896,11.7361296,25449.06312,66,67,53,58,35,35,3498,3886,0.032647999999999996,0.03626933333333333,886.5,2689.5,11.7361296,57.19896,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.88493221112877,2,2,5.5597212,6.1764084
273,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,125.0,45.0,13.6,13.799999999999999,32.4,87.88381875,126.64398235664774,89.15420953611837,26.467904007049682,10838.277539999997,14647.303125,58.5892125,11.408713199999998,25485.580664999998,63,64,54,59,35,35,3402,3776,0.031751999999999996,0.035242666666666665,899.0,2714.0,11.408713199999998,58.5892125,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89977759830067,2,2,5.4071388,6.001574399999999
256,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,130.0,40.0,13.6,13.799999999999999,32.4,87.88381875,126.64398235664774,86.31222565935079,26.552786079604985,10838.277539999997,14647.303125,58.5892125,11.408713199999998,25485.580664999998,63,64,54,59,36,36,3402,3776,0.031751999999999996,0.035242666666666665,934.96,2703.5,11.408713199999998,58.5892125,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89977759830067,2,2,5.4071388,6.001574399999999
285,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,120.0,50.0,13.6,13.799999999999999,32.4,87.88381875,126.64398235664774,92.2116546950646,26.383619471958962,10838.277539999997,14647.303125,58.5892125,11.408713199999998,25485.580664999998,63,64,54,59,33,33,3402,3776,0.031751999999999996,0.035242666666666665,863.04,2724.5,11.408713199999998,58.5892125,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.89977759830067,2,2,5.4071388,6.001574399999999
198,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,120.0,120.0,55.0,13.6,20.599999999999998,39.199999999999996,84.36846599999998,133.82482671707623,91.85035951853783,26.059136572690417,11452.819049999998,14061.410999999998,56.24564399999999,12.055598999999999,25514.23005,66,67,53,61,33,33,3498,4087,0.032647999999999996,0.03814533333333333,916.3199999999998,2655.0,12.055598999999999,56.24564399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.8646587858874,2,3,5.5597212,6.495877800000001
82,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,140.0,50.0,13.6,13.799999999999999,32.4,84.43656,133.70132325141776,86.90766396479258,25.811792220097864,11442.249539999999,14072.76,56.29104,12.044473199999999,25515.00954,69,70,52,57,40,40,3588,3990,0.033488,0.037239999999999995,978.88,2688.0,12.044473199999999,56.29104,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.86518947244812,2,2,5.702767199999999,6.341705999999999
47,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,150.0,40.0,13.6,13.799999999999999,32.4,84.43656,133.70132325141776,82.09343989711422,25.971512432227225,11442.249539999999,14072.76,56.29104,12.044473199999999,25515.00954,69,70,52,57,43,43,3588,3990,0.033488,0.037239999999999995,1048.8,2668.0,12.044473199999999,56.29104,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.86518947244812,2,2,5.702767199999999,6.341705999999999
108,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,125.0,65.0,13.6,13.799999999999999,32.4,84.43656,133.70132325141776,95.43598564677774,25.576239210094446,11442.249539999999,14072.76,56.29104,12.044473199999999,25515.00954,69,70,52,57,35,35,3588,3990,0.033488,0.037239999999999995,874.0,2718.0,12.044473199999999,56.29104,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.86518947244812,2,2,5.702767199999999,6.341705999999999
94,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,100.0,120.0,135.0,55.0,13.6,13.799999999999999,32.4,84.43656,133.70132325141776,89.5579494270573,25.732743200785713,11442.249539999999,14072.76,56.29104,12.044473199999999,25515.00954,69,70,52,57,38,38,3588,3990,0.033488,0.037239999999999995,943.92,2698.0,12.044473199999999,56.29104,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.86518947244812,2,2,5.702767199999999,6.341705999999999
