,Type,Primary wire,width primary,height primary,Secondary wire,width secondary,height secondary,Stack mm,Tongue mm,wl mm,ww mm,Primary Built,Secondary Built,Total Built,Core Loss,Copper Loss,Temperature rise Cu,Temperature rise Fe,Total Cu Cost,Total Fe Cost,Core weight,Conductor weight,Cost,Primary turns,Secondary turns,MTL Primary,MTL Secondary,TPL Primary,TPL Secondary,Length primary,Length secondary,Resistance primary,Resistance secondary,Cu surface area,Core surface area,Weight of Cu kg,Weight of Fe,Primary current,Primary voltage,Primary power,Secondary current,Secondary voltage,Secondary power,Frequency,B max,bobbin,efficiency,Primary Layers,Secondary Layers,Weight Cu Primary,weight Cu Secondary
724,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,120.0,240.0,30.0,6.8,7.0,18.8,122.16063599999998,114.24070573408946,53.97233098109842,28.911645127583444,9776.796750000001,20360.106,81.440424,10.291365,30136.90275,60,61,52,55,70,70,3120,3355,0.029119999999999997,0.03131333333333333,1488.96,3390.0,10.291365,81.440424,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.69058154480251,1,1,4.958928,5.332437
704,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,120.0,245.0,25.0,6.8,7.0,18.8,122.16063599999998,114.24070573408946,53.06088324782964,28.992909149041186,9776.796750000001,20360.106,81.440424,10.291365,30136.90275,60,61,52,55,71,71,3120,3355,0.029119999999999997,0.03131333333333333,1519.98,3378.5,10.291365,81.440424,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.69058154480251,1,1,4.958928,5.332437
2220,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,135.0,135.0,135.0,40.0,13.6,13.799999999999999,32.4,128.2380255,102.41965973534971,64.34873710393944,30.4061636092275,8765.14365,21373.004249999998,85.49201699999999,9.226467,30138.147899999996,45,45,62,67,38,38,2790,3015,0.026039999999999994,0.02814,1078.92,3348.0,9.226467,85.49201699999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74542661545377,2,2,4.434426,4.792040999999999
2225,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,135.0,135.0,130.0,45.0,13.6,13.799999999999999,32.4,128.2380255,102.41965973534971,66.38630726570142,30.3052628853122,8765.14365,21373.004249999998,85.49201699999999,9.226467,30138.147899999996,45,45,62,67,36,36,2790,3015,0.026039999999999994,0.02814,1038.96,3361.5,9.226467,85.49201699999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74542661545377,2,2,4.434426,4.792040999999999
943,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,135.0,185.0,35.0,6.8,13.799999999999999,25.599999999999998,125.09718975000001,108.59483301827348,57.75699695097319,29.165102335758817,9293.61915,20849.531625,83.3981265,9.782757,30143.150775000002,53,54,55,60,53,53,2915,3240,0.027206666666666664,0.03024,1303.8799999999999,3435.0,9.782757,83.3981265,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71644463944834,1,2,4.633101,5.149655999999999
662,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,135.0,195.0,35.0,6.8,13.799999999999999,25.599999999999998,123.02883449999999,112.68809073724006,57.69244796859735,28.697226160702833,9643.92291,20504.80575,82.019223,10.1514978,30148.72866,56,57,54,59,56,56,3024,3363,0.028223999999999996,0.031388,1354.86,3445.0,10.1514978,82.019223,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.6971136759746,1,2,4.8063456,5.345152199999999
3889,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,165.0,120.0,150.0,25.0,6.8,7.0,18.8,132.579018,94.10964083175803,59.927620513189204,31.916780207678176,8053.96662,22096.502999999997,88.386012,8.4778596,30150.469619999996,42,42,62,65,43,43,2604,2730,0.024304,0.025479999999999996,1080.6,3264.0,8.4778596,88.386012,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.78336207941571,1,1,4.1387976,4.339062
2540,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,140.0,135.0,120.0,45.0,13.6,13.799999999999999,32.4,128.69765999999998,101.69628229363579,69.78926844282837,30.541372301586595,8703.23652,21449.61,85.79844,9.1613016,30152.84652,44,44,63,68,33,33,2772,2992,0.025871999999999996,0.02792533333333333,971.04,3342.0,9.1613016,85.79844,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74794652490202,2,2,4.4058168,4.7554848
2536,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,140.0,135.0,125.0,40.0,13.6,13.799999999999999,32.4,128.69765999999998,101.69628229363579,67.47527828992914,30.647457452625535,8703.23652,21449.61,85.79844,9.1613016,30152.84652,44,44,63,68,35,35,2772,2992,0.025871999999999996,0.02792533333333333,1011.5,3328.0,9.1613016,85.79844,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74794652490202,2,2,4.4058168,4.7554848
2251,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,135.0,140.0,120.0,40.0,13.6,13.799999999999999,32.4,128.69765999999998,101.69628229363579,69.78926844282837,30.451085943796297,8703.23652,21449.61,85.79844,9.1613016,30152.84652,44,44,63,68,33,33,2772,2992,0.025871999999999996,0.02792533333333333,971.04,3354.0,9.1613016,85.79844,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74794652490202,2,2,4.4058168,4.7554848
1784,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,130.0,125.0,190.0,30.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,57.764022383081304,30.19775839911752,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,55,55,2856,3068,0.026656,0.028634666666666662,1254.76,3350.0,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
1767,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,130.0,125.0,195.0,25.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,56.53785308814065,30.294897684451602,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,56,56,2856,3068,0.026656,0.028634666666666662,1287.78,3337.0,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
1471,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,130.0,190.0,25.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,57.764022383081304,30.057017328849923,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,55,55,2856,3068,0.026656,0.028634666666666662,1254.76,3369.0,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
1496,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,130.0,180.0,35.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,60.40220775605858,29.87402489753116,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,52,52,2856,3068,0.026656,0.028634666666666662,1188.72,3394.0,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
1488,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,130.0,185.0,30.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,59.050564591714014,29.9652123149809,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,53,53,2856,3068,0.026656,0.028634666666666662,1221.74,3381.5,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
1792,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,130.0,125.0,185.0,35.0,6.8,7.0,18.8,127.25066249999998,104.51921865154378,59.050564591714014,30.101305010162257,8944.825320000002,21208.44375,84.83377499999999,9.415605600000001,30153.269070000002,51,52,56,59,53,53,2856,3068,0.026656,0.028634666666666662,1221.74,3363.0,9.415605600000001,84.83377499999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73480166341017,1,1,4.5393264,4.8762792
3080,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,125.0,155.0,30.0,6.8,7.0,18.8,131.932125,95.48582230623818,60.41880715908858,31.34454840846805,8171.7411600000005,21988.6875,87.95475,8.6018328,30160.42866,44,44,60,63,44,44,2640,2772,0.02464,0.025871999999999996,1085.62,3320.0,8.6018328,87.95475,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.77638942225748,1,1,4.196016,4.4058168
3065,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,125.0,160.0,25.0,6.8,7.0,18.8,131.932125,95.48582230623818,58.854953893416415,31.462008584110027,8171.7411600000005,21988.6875,87.95475,8.6018328,30160.42866,44,44,60,63,46,46,2640,2772,0.02464,0.025871999999999996,1120.64,3305.0,8.6018328,87.95475,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.77638942225748,1,1,4.196016,4.4058168
1508,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,130.0,165.0,40.0,13.6,13.799999999999999,32.4,123.56223750000001,111.80592312539383,60.497059878812465,29.62273032891973,9568.42641,20593.70625,82.374825,10.0720278,30162.13266,51,52,59,64,47,47,3009,3328,0.028084,0.03106133333333333,1269.18,3329.5,10.0720278,82.374825,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.70044265206955,2,2,4.7825046,5.2895232
3349,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,120.0,160.0,30.0,6.8,7.0,18.8,130.876668,97.65595463137996,59.95765645947717,31.403157091198974,8357.46255,21812.778,87.25111199999999,8.797329,30170.24055,45,45,60,63,46,46,2700,2835,0.025199999999999997,0.026459999999999997,1120.64,3286.0,8.797329,87.25111199999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.76573403964382,1,1,4.29138,4.505948999999999
3335,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,120.0,165.0,25.0,6.8,7.0,18.8,130.876668,97.65595463137996,58.45289389772209,31.526040182723722,8357.46255,21812.778,87.25111199999999,8.797329,30170.24055,45,45,60,63,47,47,2700,2835,0.025199999999999997,0.026459999999999997,1155.66,3270.5,8.797329,87.25111199999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.76573403964382,1,1,4.29138,4.505948999999999
244,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,250.0,30.0,6.8,7.0,18.8,120.65405625,117.66351606805291,54.19342685781711,28.114256117287976,10069.723169999997,20109.009374999998,80.4360375,10.599708599999998,30178.732544999995,63,64,51,54,73,73,3213,3456,0.029987999999999997,0.03225599999999999,1526.0,3463.5,10.599708599999998,80.4360375,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.67229751729518,1,1,5.106742199999999,5.4929664
222,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,105.0,125.0,255.0,25.0,6.8,7.0,18.8,120.65405625,117.66351606805291,53.31419696423052,28.18485284847293,10069.723169999997,20109.009374999998,80.4360375,10.599708599999998,30178.732544999995,63,64,51,54,74,74,3213,3456,0.029987999999999997,0.03225599999999999,1556.52,3453.0,10.599708599999998,80.4360375,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.67229751729518,1,1,5.106742199999999,5.4929664
3654,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,160.0,125.0,145.0,25.0,6.8,7.0,18.8,133.9182,91.86893509766855,60.414890941782026,31.90055460169078,7862.20551,22319.7,89.2788,8.2760058,30181.90551,41,41,62,65,41,41,2542,2665,0.02372533333333333,0.024873333333333334,1044.58,3299.0,8.2760058,89.2788,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.79198283599405,1,1,4.0402548,4.235751
565,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,130.0,225.0,25.0,6.8,7.0,18.8,123.34093199999998,112.52930056710775,55.4845630974501,28.79878098472318,9630.33354,20556.821999999996,82.22728799999999,10.1371932,30187.155539999996,58,59,53,56,65,65,3074,3304,0.028690666666666663,0.03083733333333333,1418.4,3439.0,10.1371932,82.22728799999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.69565042143024,1,1,4.8858156,5.2513776000000005
585,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,130.0,220.0,30.0,6.8,7.0,18.8,123.34093199999998,112.52930056710775,56.524118242036856,28.722914782246104,9630.33354,20556.821999999996,82.22728799999999,10.1371932,30187.155539999996,58,59,53,56,64,64,3074,3304,0.028690666666666663,0.03083733333333333,1386.88,3450.0,10.1371932,82.22728799999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.69565042143024,1,1,4.8858156,5.2513776000000005
595,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,130.0,215.0,35.0,6.8,7.0,18.8,123.34093199999998,112.52930056710775,57.6077300331937,28.647488993132665,9630.33354,20556.821999999996,82.22728799999999,10.1371932,30187.155539999996,58,59,53,56,62,62,3074,3304,0.028690666666666663,0.03083733333333333,1355.36,3461.0,10.1371932,82.22728799999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.69565042143024,1,1,4.8858156,5.2513776000000005
3043,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,120.0,170.0,30.0,6.8,7.0,18.8,130.74048,98.20289855072463,57.97745339209297,31.21929434022495,8404.27038,21790.079999999998,87.16032,8.8466004,30194.350379999996,46,46,59,62,49,49,2714,2852,0.025330666666666665,0.026618666666666665,1173.68,3306.0,8.8466004,87.16032,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.76180813522929,1,1,4.3136316,4.5329688
3027,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,120.0,175.0,25.0,6.8,7.0,18.8,130.74048,98.20289855072463,56.60574573973358,31.33678262550465,8404.27038,21790.079999999998,87.16032,8.8466004,30194.350379999996,46,46,59,62,50,50,2714,2852,0.025330666666666665,0.026618666666666665,1208.2,3291.0,8.8466004,87.16032,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.76180813522929,1,1,4.3136316,4.5329688
3051,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,150.0,120.0,165.0,35.0,6.8,7.0,18.8,130.74048,98.20289855072463,59.42486538266898,31.102775423166484,8404.27038,21790.079999999998,87.16032,8.8466004,30194.350379999996,46,46,59,62,47,47,2714,2852,0.025330666666666665,0.026618666666666665,1139.16,3321.0,8.8466004,87.16032,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.76180813522929,1,1,4.3136316,4.5329688
2468,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,140.0,125.0,155.0,40.0,13.6,13.799999999999999,32.4,127.1088,105.31316950220541,59.35983736490455,30.486001810084325,9012.77217,21184.8,84.7392,9.4871286,30197.57217,47,47,61,66,44,44,2867,3102,0.026758666666666663,0.028951999999999995,1223.26,3308.0,9.4871286,84.7392,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72857325279449,2,2,4.5568098,4.9303188
1605,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,140.0,135.0,45.0,13.6,13.799999999999999,32.4,127.1088,105.31316950220541,66.53512732384395,29.770458078516135,9012.77217,21184.8,84.7392,9.4871286,30197.57217,47,47,61,66,38,38,2867,3102,0.026758666666666663,0.028951999999999995,1065.42,3404.5,9.4871286,84.7392,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72857325279449,2,2,4.5568098,4.9303188
1598,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,140.0,140.0,40.0,13.6,13.799999999999999,32.4,127.1088,105.31316950220541,64.56615548154045,29.861048164962533,9012.77217,21184.8,84.7392,9.4871286,30197.57217,47,47,61,66,40,40,2867,3102,0.026758666666666663,0.028951999999999995,1104.88,3392.0,9.4871286,84.7392,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72857325279449,2,2,4.5568098,4.9303188
1635,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,145.0,125.0,40.0,13.6,13.799999999999999,32.4,127.53438750000001,104.69565217391303,69.82846295354702,29.899928984732526,8959.92462,21255.73125,85.022925,9.4314996,30215.655870000002,46,46,62,67,35,35,2852,3082,0.026618666666666665,0.02876533333333333,999.0,3398.0,9.4314996,85.022925,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73040638479122,2,2,4.5329688,4.8985308000000005
1640,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,125.0,145.0,120.0,45.0,13.6,13.799999999999999,32.4,127.53438750000001,104.69565217391303,72.22315297575496,29.809380575935755,8959.92462,21255.73125,85.022925,9.4314996,30215.655870000002,46,46,62,67,33,33,2852,3082,0.026618666666666665,0.02876533333333333,959.04,3410.5,9.4314996,85.022925,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73040638479122,2,2,4.5329688,4.8985308000000005
2777,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,145.0,125.0,145.0,40.0,13.6,13.799999999999999,32.4,127.53438750000001,104.69565217391303,61.77178959040067,30.708376207052304,8959.92462,21255.73125,85.022925,9.4314996,30215.655870000002,46,46,62,67,41,41,2852,3082,0.026618666666666665,0.02876533333333333,1158.84,3290.0,9.4314996,85.022925,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.73040638479122,2,2,4.5329688,4.8985308000000005
1300,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,120.0,140.0,150.0,40.0,13.6,13.799999999999999,32.4,125.83771199999998,108.06553245116572,62.96290122811213,29.499291636265507,9248.32125,20972.951999999997,83.89180799999998,9.735075,30221.27325,49,49,60,65,43,43,2940,3185,0.02744,0.029726666666666665,1168.8,3408.0,9.735075,83.89180799999998,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71442783008537,2,2,4.672835999999999,5.062239
872,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,130.0,210.0,30.0,6.8,7.0,18.8,125.553987,108.71833648393195,56.352955091663965,29.20389231717616,9304.18866,20925.6645,83.702658,9.7938828,30229.85316,55,56,54,57,61,61,2970,3192,0.027719999999999998,0.029792,1344.84,3442.0,9.7938828,83.702658,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71090395018744,1,1,4.720518,5.0733648
882,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,130.0,205.0,35.0,6.8,7.0,18.8,125.553987,108.71833648393195,57.48587459738518,29.12354245623473,9304.18866,20925.6645,83.702658,9.7938828,30229.85316,55,56,54,57,59,59,2970,3192,0.027719999999999998,0.029792,1312.82,3453.5,9.7938828,83.702658,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71090395018744,1,1,4.720518,5.0733648
852,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,130.0,215.0,25.0,6.8,7.0,18.8,125.553987,108.71833648393195,55.26824377600691,29.28473387774114,9304.18866,20925.6645,83.702658,9.7938828,30229.85316,55,56,54,57,62,62,2970,3192,0.027719999999999998,0.029792,1376.86,3430.5,9.7938828,83.702658,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71090395018744,1,1,4.720518,5.0733648
635,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,135.0,210.0,25.0,6.8,7.0,18.8,124.71416099999999,110.6767485822306,57.19014046460329,28.910687427167105,9471.79089,20785.693499999998,83.14277399999999,9.9703062,30257.484389999998,56,57,54,57,61,61,3024,3249,0.028223999999999996,0.030323999999999997,1344.84,3461.0,9.9703062,83.14277399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.70022550519433,1,1,4.8063456,5.1639606
663,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,135.0,200.0,35.0,6.8,7.0,18.8,124.71416099999999,110.6767485822306,59.5420145131068,28.75976740710407,9471.79089,20785.693499999998,83.14277399999999,9.9703062,30257.484389999998,56,57,54,57,58,58,3024,3249,0.028223999999999996,0.030323999999999997,1280.8,3483.0,9.9703062,83.14277399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.70022550519433,1,1,4.8063456,5.1639606
654,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,110.0,135.0,205.0,30.0,6.8,7.0,18.8,124.71416099999999,110.6767485822306,58.3398907405541,28.83500914375066,9471.79089,20785.693499999998,83.14277399999999,9.9703062,30257.484389999998,56,57,54,57,59,59,3024,3249,0.028223999999999996,0.030323999999999997,1312.82,3472.0,9.9703062,83.14277399999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.70022550519433,1,1,4.8063456,5.1639606
3394,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,155.0,125.0,130.0,40.0,13.6,13.799999999999999,32.4,129.73325624999998,100.90233144297414,64.24770273241327,31.15678821058059,8635.28967,21622.209375,86.48883749999999,9.0897786,30257.499044999997,43,43,64,69,36,36,2752,2967,0.02568533333333333,0.027691999999999994,1064.96,3288.5,9.0897786,86.48883749999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.7456377395514,2,2,4.3740288,4.7157498
2184,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,135.0,130.0,150.0,40.0,13.6,13.799999999999999,32.4,127.47196799999998,105.31316950220541,60.989532598170626,30.3309028398842,9012.77217,21245.327999999998,84.98131199999999,9.4871286,30258.100169999998,47,47,61,66,43,43,2867,3102,0.026758666666666663,0.028951999999999995,1183.8,3338.0,9.4871286,84.98131199999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72510480407657,2,2,4.5568098,4.9303188
1894,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,130.0,135.0,145.0,40.0,13.6,13.799999999999999,32.4,127.47196799999998,105.31316950220541,62.721540317971154,30.122345960211817,9012.77217,21245.327999999998,84.98131199999999,9.4871286,30258.100169999998,47,47,61,66,41,41,2867,3102,0.026758666666666663,0.028951999999999995,1144.34,3366.0,9.4871286,84.98131199999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72510480407657,2,2,4.5568098,4.9303188
989,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,140.0,180.0,30.0,6.8,7.0,18.8,127.90322999999998,104.51921865154378,60.40220775605858,29.400750160529928,8944.825320000002,21317.204999999998,85.26881999999999,9.415605600000001,30262.030319999998,51,52,56,59,52,52,2856,3068,0.026656,0.028634666666666662,1188.72,3478.0,9.415605600000001,85.26881999999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72856867649975,1,1,4.5393264,4.8762792
972,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,115.0,140.0,185.0,25.0,6.8,7.0,18.8,127.90322999999998,104.51921865154378,59.050564591714014,29.481291693832336,8944.825320000002,21317.204999999998,85.26881999999999,9.415605600000001,30262.030319999998,51,52,56,59,53,53,2856,3068,0.026656,0.028634666666666662,1221.74,3466.5,9.415605600000001,85.26881999999999,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.72856867649975,1,1,4.5393264,4.8762792
2407,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,140.0,120.0,190.0,30.0,6.8,7.0,18.8,129.65097599999999,101.14933837429112,55.52769258497436,30.743317843118678,8656.428689999999,21608.496,86.433984,9.1120302,30264.92469,49,49,57,60,55,55,2793,2940,0.026067999999999997,0.02744,1273.76,3340.0,9.1120302,86.433984,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74406393163576,1,1,4.4391942,4.672835999999999
1264,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,120.0,140.0,175.0,25.0,6.8,7.0,18.8,129.65097599999999,101.14933837429112,59.43067641059615,29.917055463648698,8656.428689999999,21608.496,86.433984,9.1120302,30264.92469,49,49,57,60,50,50,2793,2940,0.026067999999999997,0.02744,1173.2,3452.0,9.1120302,86.433984,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74406393163576,1,1,4.4391942,4.672835999999999
2390,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,140.0,120.0,195.0,25.0,6.8,7.0,18.8,129.65097599999999,101.14933837429112,54.34899434240631,30.8501686397617,8656.428689999999,21608.496,86.433984,9.1120302,30264.92469,49,49,57,60,56,56,2793,2940,0.026067999999999997,0.02744,1307.28,3326.0,9.1120302,86.433984,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74406393163576,1,1,4.4391942,4.672835999999999
1281,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,120.0,140.0,170.0,30.0,6.8,7.0,18.8,129.65097599999999,101.14933837429112,60.8708396405293,29.83142401231913,8656.428689999999,21608.496,86.433984,9.1120302,30264.92469,49,49,57,60,49,49,2793,2940,0.026067999999999997,0.02744,1139.68,3464.0,9.1120302,86.433984,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.74406393163576,1,1,4.4391942,4.672835999999999
1346,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,120.0,145.0,130.0,45.0,13.6,13.799999999999999,32.4,126.382464,107.55387523629489,69.84605916294312,29.461992452996295,9204.53328,21063.744,84.254976,9.6889824,30268.27728,48,48,61,66,36,36,2928,3168,0.027327999999999998,0.029568,1025.96,3428.0,9.6889824,84.254976,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71411183847805,2,2,4.6537632,5.0352192
1339,S/U,3x3x2,3.3,6.6,3x3x2,3.3,6.6,120.0,145.0,135.0,40.0,13.6,13.799999999999999,32.4,126.382464,107.55387523629489,67.70230012694984,29.54745443838873,9204.53328,21063.744,84.254976,9.6889824,30268.27728,48,48,61,66,38,38,2928,3168,0.027327999999999998,0.029568,1065.42,3416.0,9.6889824,84.254976,43.47826086956522,230.0,10000.0,43.47826086956522,230.0,10000.0,50.0,1.25,4,97.71411183847805,2,2,4.6537632,5.0352192
